SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_0,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Female,gender_Male,Churn
0,1,1,12,1,0,0,0,0,0,0,0,1,21.15,306.05,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,7,1,1,0,0,0,0,1,1,0,96.2,639.7,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,9,1,0,0,0,0,0,0,0,1,44.4,348.15,0,1,0,1,0,0,0,0,0,1,0,1,0
1,1,0,43,1,1,0,0,1,1,1,1,1,107.55,4533.9,0,0,1,0,1,0,0,0,1,0,1,0,1
0,1,1,58,1,1,0,0,1,1,0,1,0,94.35,5563.65,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,0,16,1,1,0,0,1,0,1,1,1,98.75,1587.55,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,1,2,1,0,0,0,0,0,0,0,0,20.3,40.25,1,0,0,1,0,0,0,0,0,1,0,1,0
0,1,0,8,1,0,0,1,1,0,1,1,0,101.15,842.9,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,40,1,1,1,0,1,0,1,1,0,105.75,4228.55,0,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,9,1,1,1,0,0,0,0,0,1,81.15,784.45,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,41,1,0,0,1,0,1,1,0,1,89.55,3729.75,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0,0,26,1,0,0,1,1,0,0,0,1,54.75,1406.9,0,1,0,1,0,0,0,1,0,0,1,0,0
0,1,0,33,1,0,0,1,0,1,0,0,1,53.75,1857.3,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,68,1,0,0,1,1,1,1,1,0,105.75,7322.5,0,0,1,0,1,0,0,1,0,0,0,1,0
1,1,0,65,1,0,0,1,1,1,1,1,1,105.85,6725.5,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,0,55,1,0,0,1,0,1,0,1,1,64.2,3627.3,0,1,0,0,1,0,0,0,1,0,0,1,0
0,0,0,20,1,1,0,0,1,0,1,0,1,88.7,1761.45,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,19,1,0,0,0,0,1,0,1,1,87.7,1725.95,0,0,1,0,1,0,0,1,0,0,0,1,0
0,0,0,45,1,1,0,0,1,0,0,1,1,89.3,4192.15,0,0,1,1,0,0,0,1,0,0,1,0,0
0,1,1,70,1,0,0,0,0,0,0,0,1,20.15,1411.2,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0,2,1,0,0,0,0,0,1,0,1,79.75,164.5,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,27,1,1,0,0,0,0,1,1,1,94.55,2724.6,0,0,1,1,0,0,0,0,0,1,1,0,1
0,1,0,12,1,0,0,0,0,0,0,0,1,20.05,264.55,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,1,72,0,0,1,1,1,1,1,1,0,67.2,4671.7,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,12,1,1,0,0,0,0,1,1,0,94.55,1173.55,0,0,1,1,0,0,0,0,1,0,0,1,0
1,0,0,5,1,0,0,0,0,0,0,0,1,69.05,318.5,0,0,1,1,0,0,0,0,0,1,1,0,1
1,1,0,71,1,1,1,1,1,0,1,1,1,107.5,7713.55,0,0,1,1,0,0,0,0,1,0,0,1,0
1,0,0,35,1,0,0,0,1,1,1,1,1,73.0,2471.25,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,1,70,1,1,1,1,1,1,1,1,0,114.75,7842.3,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,31,1,1,0,0,0,0,0,0,1,76.05,2227.8,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,1,52,1,1,0,0,1,1,0,1,1,96.25,4990.25,0,0,1,0,0,1,1,0,0,0,0,1,1
1,0,0,37,1,1,0,0,1,0,1,1,1,101.1,3744.05,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,69,1,1,0,1,0,1,1,1,1,104.7,7220.35,0,0,1,0,1,0,1,0,0,0,0,1,1
1,1,0,30,1,1,0,0,0,0,0,0,0,77.9,2351.45,0,0,1,1,0,0,0,0,0,1,0,1,0
0,0,0,33,1,1,1,0,0,0,0,1,1,90.65,2989.6,0,0,1,1,0,0,0,0,1,0,1,0,0
1,1,0,54,1,1,0,1,1,1,1,1,1,110.45,6077.75,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,59,1,1,1,0,0,1,0,1,0,68.7,4070.95,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,0,55,0,0,1,1,0,0,1,0,1,44.85,2479.05,0,1,0,1,0,0,0,0,1,0,0,1,0
1,1,0,69,0,0,0,0,1,0,0,0,1,29.8,2134.3,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,66,1,1,0,1,0,0,1,0,1,88.9,6000.1,0,0,1,0,1,0,1,0,0,0,1,0,0
0,1,1,37,1,0,1,0,1,1,0,0,1,58.75,2203.1,0,1,0,0,1,0,0,0,0,1,0,1,0
1,1,0,9,1,0,0,0,0,0,0,0,0,19.85,183.15,1,0,0,0,1,0,0,1,0,0,0,1,0
0,1,1,69,1,1,1,0,1,1,1,1,0,86.9,6194.1,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,10,1,0,0,1,0,0,1,0,1,59.65,638.95,0,1,0,1,0,0,0,0,0,1,0,1,0
0,0,1,40,1,0,1,1,0,0,0,0,1,55.25,2139.2,0,1,0,1,0,0,0,0,0,1,0,1,1
0,0,1,13,1,0,0,0,0,0,1,1,0,66.4,831.75,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,6,1,1,0,1,0,0,1,0,1,90.1,521.3,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,69,1,0,0,0,0,0,0,0,0,20.15,1337.5,1,0,0,0,0,1,1,0,0,0,1,0,0
1,1,0,66,1,1,0,1,1,1,1,1,1,108.1,7181.95,0,0,1,0,1,0,0,1,0,0,1,0,0
0,0,0,11,1,1,0,0,1,0,0,0,0,53.75,608.0,0,1,0,1,0,0,0,0,1,0,0,1,1
0,1,1,46,1,0,1,0,1,1,0,0,0,56.9,2560.1,0,1,0,0,1,0,0,0,0,1,0,1,0
0,0,0,6,1,0,0,0,0,0,1,1,0,89.3,577.6,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,56,1,1,1,0,1,1,1,1,1,109.6,5953.0,0,0,1,1,0,0,0,0,0,1,1,0,0
0,1,1,70,1,1,0,0,0,0,0,0,0,25.15,1790.15,1,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,33,1,1,0,0,1,1,1,1,1,79.15,2531.4,0,1,0,0,1,0,0,0,1,0,1,0,0
0,1,1,72,1,1,1,1,0,1,0,0,0,66.75,4760.3,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,0,3,1,1,0,0,0,0,1,1,1,95.2,292.85,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,1,19,1,0,0,0,0,1,0,0,0,48.8,953.65,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,5,0,0,0,0,0,0,1,1,0,45.7,198.0,0,1,0,1,0,0,0,0,1,0,1,0,1
0,1,0,71,1,0,0,1,1,1,1,1,1,80.7,5705.05,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,0,8,1,0,1,0,0,0,0,0,1,74.5,609.9,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.55,20.55,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0,1,79.65,79.65,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,61,1,1,1,1,1,1,1,1,1,115.1,6993.65,0,0,1,0,1,0,0,0,0,1,1,0,0
0,1,1,71,0,0,1,1,0,1,1,1,0,59.7,4122.65,0,1,0,0,0,1,1,0,0,0,1,0,0
0,1,0,68,1,1,0,1,1,0,0,0,0,86.45,5762.95,0,0,1,0,1,0,0,1,0,0,1,0,0
0,0,0,46,0,0,0,0,1,1,0,0,0,33.7,1537.85,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,33,1,1,1,0,0,0,0,0,0,80.1,2603.3,0,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,53,1,1,1,1,1,1,0,1,1,104.05,5566.4,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,0,50,1,1,1,1,1,0,1,1,0,108.75,5431.9,0,0,1,1,0,0,1,0,0,0,1,0,0
0,0,0,57,0,0,1,0,1,1,0,0,1,41.1,2258.25,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,54,1,0,0,0,0,0,0,0,1,20.35,1092.35,1,0,0,0,0,1,1,0,0,0,1,0,0
1,1,0,60,1,1,0,1,1,0,1,1,1,105.9,6401.25,0,0,1,1,0,0,0,0,1,0,1,0,0
1,1,0,28,1,1,0,0,0,1,1,1,1,101.3,2812.2,0,0,1,1,0,0,0,1,0,0,1,0,1
0,1,1,1,1,0,0,0,0,0,1,0,1,80.05,80.05,0,0,1,1,0,0,0,0,0,1,1,0,1
0,1,1,29,1,1,0,0,1,0,0,1,1,89.2,2698.35,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,1,10,1,0,0,1,0,1,0,1,1,65.5,616.9,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,1,43,0,0,1,1,1,0,0,0,1,40.45,1912.85,0,1,0,1,0,0,0,0,1,0,0,1,0
1,1,0,13,1,0,0,0,0,0,0,0,0,70.45,849.1,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,0,43,1,0,1,0,1,1,1,1,1,78.8,3460.3,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,1,19,1,1,0,0,0,0,0,1,1,83.65,1465.75,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,1,1,1,0,0,0,0,0,1,1,1,90.1,90.1,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,69,1,0,1,0,1,1,1,1,1,82.45,5555.3,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,0,61,1,0,0,0,0,0,0,0,0,20.25,1278.8,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,43,1,1,1,1,0,1,0,0,0,66.25,2907.35,0,1,0,1,0,0,1,0,0,0,0,1,0
0,1,0,6,1,0,0,0,0,0,0,0,0,19.5,146.3,1,0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,1,0,0,0,0,1,0,0,0,51.25,51.25,0,1,0,1,0,0,0,0,0,1,0,1,1
0,1,0,56,1,0,0,0,0,0,1,1,0,89.7,4952.95,0,0,1,1,0,0,0,0,0,1,0,1,0
0,1,0,70,0,0,1,1,1,1,1,1,0,64.55,4504.9,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,45.6,45.6,0,1,0,1,0,0,0,0,1,0,0,1,1
0,1,1,49,1,1,0,1,1,0,1,0,1,93.65,4520.15,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0,0,6,1,0,0,0,0,1,0,0,1,49.65,267.35,0,1,0,1,0,0,1,0,0,0,1,0,1
0,1,1,32,1,0,1,1,1,1,0,1,0,73.6,2316.85,0,1,0,0,0,1,0,0,0,1,1,0,0
1,1,0,72,1,1,1,0,1,1,1,1,1,109.75,8075.35,0,0,1,0,0,1,0,0,0,1,1,0,0
0,0,1,37,1,0,1,1,0,1,0,0,0,61.45,2302.35,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,69,1,0,1,1,0,1,1,1,1,106.4,7251.9,0,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,26,1,0,0,1,1,1,1,1,0,81.9,2078.55,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1,1,58,1,1,0,1,1,0,1,1,1,105.2,6225.4,0,0,1,0,1,0,0,1,0,0,1,0,0
0,0,0,24,1,1,0,0,0,1,0,0,0,54.6,1242.25,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,1,5,1,0,0,0,0,0,0,0,0,20.55,99.45,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1,1,15,1,0,0,0,0,0,0,0,1,20.0,288.05,1,0,0,1,0,0,0,0,1,0,0,1,1
0,1,1,30,1,0,0,0,0,0,0,0,0,19.7,599.25,1,0,0,0,0,1,0,0,0,1,1,0,0
0,1,0,55,1,1,1,1,0,1,0,0,1,66.05,3462.1,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,25,0,0,0,0,0,0,1,0,1,34.0,853.0,0,1,0,1,0,0,1,0,0,0,1,0,1
1,1,0,10,1,0,0,1,1,1,1,0,1,92.5,934.1,0,0,1,1,0,0,0,0,0,1,0,1,1
0,1,1,44,0,0,1,1,1,1,0,1,1,54.05,2375.2,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,47,1,0,1,1,0,1,0,0,1,58.9,2813.05,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,1,13,1,0,0,0,0,0,1,1,0,88.35,1222.8,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,49,1,1,0,1,1,1,1,1,1,107.95,5293.2,0,0,1,0,0,1,1,0,0,0,1,0,1
0,1,0,64,1,0,1,0,0,1,1,1,1,96.9,6314.35,0,0,1,0,1,0,0,0,0,1,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.1,19.1,1,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,20,1,0,0,0,0,1,0,0,0,50.0,1003.05,0,1,0,1,0,0,0,0,0,1,0,1,0
0,1,0,37,0,0,1,0,0,1,1,0,0,45.4,1593.1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,1,30,1,1,0,0,0,0,1,0,0,85.45,2509.95,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,38,1,1,1,1,1,0,1,1,0,84.1,3187.65,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,74.45,74.45,0,0,1,1,0,0,0,0,0,1,1,0,1
0,0,0,37,1,0,0,0,0,0,1,1,1,64.75,2345.2,0,1,0,1,0,0,0,0,1,0,1,0,1
0,1,0,52,0,0,1,1,1,1,1,1,0,66.25,3330.1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,1,71,1,0,1,1,1,1,1,0,1,76.9,5522.7,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,26,1,0,0,1,1,0,1,0,0,89.8,2335.3,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,66,1,1,1,1,1,0,0,1,1,74.6,4798.4,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,72,1,1,1,1,1,1,1,1,1,116.95,8594.4,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,1,25,0,0,1,0,0,0,1,0,1,40.65,970.55,0,1,0,0,1,0,0,1,0,0,0,1,0
0,1,1,69,1,1,1,1,1,1,1,1,1,114.35,7665.8,0,0,1,0,0,1,1,0,0,0,0,1,0
0,1,1,53,1,1,1,1,0,0,0,1,0,69.7,3686.05,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,12,1,0,0,0,1,0,1,1,0,95.5,1115.15,0,0,1,0,1,0,0,0,0,1,1,0,1
0,0,0,26,1,0,0,0,1,1,1,1,1,98.65,2537.0,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,21,1,0,0,0,1,0,0,1,0,61.65,1393.6,0,1,0,1,0,0,0,0,0,1,0,1,0
0,0,1,1,1,0,0,0,0,0,1,1,1,89.35,89.35,0,0,1,1,0,0,0,0,1,0,1,0,0
0,0,0,48,1,1,1,0,0,1,0,1,1,95.4,4445.3,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,0,26,0,0,1,0,1,0,0,0,0,35.4,978.6,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,60,1,0,0,0,0,0,0,0,0,19.95,1258.15,1,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,18,1,0,0,0,0,0,0,0,0,19.25,331.35,1,0,0,1,0,0,0,0,0,1,0,1,0
1,0,0,10,0,0,0,0,0,1,0,0,1,29.65,291.4,0,1,0,1,0,0,0,0,1,0,1,0,1
0,1,1,5,1,1,1,0,1,0,0,0,1,84.5,453.75,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,1,4,1,0,0,0,0,0,0,0,1,20.4,84.75,1,0,0,0,1,0,0,0,0,1,1,0,0
0,1,1,65,1,1,0,0,0,0,0,0,0,24.75,1715.1,1,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,70,1,1,0,0,0,0,0,0,0,25.35,1715.15,1,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,18,1,1,0,0,1,0,0,1,1,90.7,1597.25,0,0,1,1,0,0,0,1,0,0,0,1,1
0,0,1,62,1,0,0,0,0,0,0,0,0,20.0,1250.1,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,1,66,1,0,1,0,0,0,1,0,1,59.75,3996.8,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,1,65,1,1,1,1,0,1,1,1,1,82.5,5215.1,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,0,3,1,0,0,0,0,0,0,0,1,70.3,235.5,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,34,1,0,0,0,0,0,0,0,0,20.35,673.2,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,1,16,1,1,0,0,1,0,1,0,1,90.8,1442.2,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,54,1,1,1,0,1,0,1,1,1,103.95,5639.05,0,0,1,0,1,0,1,0,0,0,1,0,1
1,0,0,50,1,1,0,0,1,1,1,1,1,104.95,5222.35,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,0,71,1,0,0,1,1,1,1,1,1,105.25,7291.75,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,10,1,1,0,0,0,0,0,0,1,74.75,799.65,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,1,0,0,1,50.8,50.8,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0,0,18,1,1,0,0,0,0,0,0,0,23.75,424.5,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,4,1,0,0,0,0,1,1,0,1,61.3,249.4,0,1,0,1,0,0,0,0,1,0,0,1,0
0,1,1,58,1,1,1,0,1,1,1,0,0,75.8,4415.75,0,1,0,0,0,1,0,0,0,1,1,0,0
0,1,0,56,1,1,1,0,0,0,1,1,1,98.0,5270.6,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,0,2,1,0,0,0,0,0,1,0,1,80.25,144.55,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,0,32,1,1,0,0,1,0,0,0,1,78.9,2447.95,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,1,56,0,0,1,1,0,1,1,0,1,52.0,2884.9,0,1,0,0,1,0,0,0,0,1,0,1,0
0,0,0,36,1,1,0,0,0,0,0,1,1,84.75,3050.15,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,4,1,1,0,0,0,1,1,0,1,64.4,253.0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,53,1,1,0,0,0,0,1,0,0,85.45,4517.25,0,0,1,1,0,0,1,0,0,0,0,1,1
0,0,0,10,1,0,0,0,0,0,0,0,1,45.8,436.2,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,4,0,0,0,0,0,1,0,0,0,30.5,118.4,0,1,0,1,0,0,0,0,1,0,0,1,0
0,1,1,1,1,0,0,0,0,0,0,0,0,19.9,19.9,1,0,0,1,0,0,0,0,0,1,0,1,1
0,1,0,51,1,0,0,0,0,0,0,0,0,69.15,3649.6,0,0,1,1,0,0,0,0,0,1,1,0,0
1,0,0,12,1,1,0,0,1,0,1,1,1,99.45,1200.15,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,6,0,0,0,0,0,1,1,1,1,49.25,255.6,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,1,63,0,0,0,1,1,1,0,0,0,39.35,2395.05,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,48,1,1,0,1,0,1,1,1,1,105.1,5083.55,0,0,1,1,0,0,0,1,0,0,1,0,0
0,0,0,5,1,0,0,0,0,0,1,0,1,81.0,389.6,0,0,1,1,0,0,0,1,0,0,1,0,1
0,0,1,35,1,0,0,0,0,0,0,0,1,20.1,644.5,1,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0,6,1,0,0,1,0,0,1,0,1,84.85,523.5,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,2,1,0,0,0,0,0,0,0,0,19.75,39.3,1,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,50,1,0,0,0,0,0,0,0,0,19.75,989.05,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,33,1,0,0,0,0,0,0,0,1,70.4,2406.1,0,0,1,1,0,0,1,0,0,0,1,0,0
0,0,0,31,1,0,0,0,0,0,0,0,0,20.45,638.55,1,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,9,1,0,0,0,0,0,0,0,0,20.35,191.1,1,0,0,0,0,1,0,0,0,1,1,0,0
0,1,1,54,1,1,0,1,1,1,1,1,1,86.2,4524.05,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,46,1,0,1,1,1,0,1,0,1,95.65,4664.2,0,0,1,0,1,0,0,1,0,0,1,0,0
0,0,1,34,1,1,1,1,0,0,1,1,1,103.8,3470.8,0,0,1,0,1,0,0,0,1,0,0,1,0
0,1,1,71,1,1,1,0,0,0,1,1,1,97.2,6910.3,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,63,1,0,1,1,1,1,0,0,0,63.55,4014.2,0,1,0,0,0,1,0,0,0,1,1,0,0
0,0,0,51,1,1,0,0,0,0,0,0,0,24.95,1288.0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,26,1,1,0,1,0,0,1,0,1,89.15,2277.65,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,64,1,0,1,0,1,0,1,1,1,99.0,6375.8,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,0,1,0,1,0,0,0,0,1,0,1,0,1
1,1,0,61,1,1,0,1,0,1,0,0,1,85.55,5251.75,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,15,1,0,0,0,1,0,1,1,1,94.0,1505.45,0,0,1,1,0,0,0,1,0,0,1,0,0
0,0,0,64,1,1,0,1,0,1,1,1,1,105.65,6903.1,0,0,1,0,1,0,0,1,0,0,0,1,1
0,0,0,18,1,1,0,0,0,0,0,0,1,50.3,913.3,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,1,57,1,0,0,1,0,0,1,1,1,95.0,5535.8,0,0,1,0,1,0,0,0,1,0,1,0,0
0,1,1,14,1,0,1,1,0,0,0,1,1,61.4,815.55,0,1,0,0,0,1,1,0,0,0,0,1,0
1,0,0,18,1,1,0,1,0,0,0,0,1,80.55,1411.65,0,0,1,1,0,0,0,1,0,0,0,1,0
1,1,0,72,1,1,1,0,0,0,0,0,0,78.5,5602.25,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,0,70,1,1,1,1,1,1,1,1,0,114.3,8244.3,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,38,1,0,0,0,0,0,0,0,0,20.05,741.5,1,0,0,0,0,1,0,0,0,1,1,0,0
0,1,1,68,1,0,1,1,1,1,0,0,0,62.65,4375.8,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,13,1,0,0,0,0,0,0,1,1,80.85,1008.7,0,0,1,1,0,0,0,0,1,0,0,1,1
1,1,0,65,1,1,1,1,0,0,1,0,1,92.7,5968.4,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,30,1,1,0,0,1,0,1,1,0,100.45,3096.9,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,0,51,1,1,0,0,0,1,1,1,1,75.2,3901.25,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,31,1,1,1,0,1,0,0,0,1,84.75,2613.4,0,0,1,1,0,0,0,1,0,0,1,0,0
0,1,0,9,1,0,0,0,0,0,1,1,0,89.45,853.1,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,72,1,1,1,1,1,1,0,1,1,79.5,5661.7,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,0,10,1,1,0,0,0,0,1,1,1,72.15,794.25,0,1,0,1,0,0,0,1,0,0,0,1,1
0,0,0,37,1,0,0,0,0,0,0,0,1,19.8,695.05,1,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,2,1,0,0,0,1,1,1,1,0,76.4,160.8,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0,0,55,1,0,1,1,0,0,1,1,1,100.9,5552.05,0,0,1,0,1,0,0,0,0,1,0,1,0
0,0,1,33,1,1,1,0,1,0,0,1,1,95.3,3275.15,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,1,46,1,0,0,0,1,1,0,1,0,90.95,4236.6,0,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,1,0,1,0,0,1,0,0,0,54.5,54.5,0,1,0,1,0,0,0,0,1,0,1,0,0
1,0,0,20,1,1,0,0,0,0,0,1,1,61.6,1174.35,0,1,0,1,0,0,0,0,0,1,1,0,1
0,1,0,9,1,0,0,1,1,0,0,0,1,79.9,741.7,0,0,1,1,0,0,0,0,1,0,0,1,1
1,0,0,32,1,1,0,0,0,0,1,1,1,96.15,3019.25,0,0,1,1,0,0,0,1,0,0,0,1,1
0,1,1,19,1,0,0,0,1,0,0,0,1,49.6,962.9,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1,0,70,1,1,1,0,1,1,0,0,0,65.3,4759.75,0,1,0,0,0,1,0,1,0,0,1,0,1
0,0,1,61,1,1,0,0,0,0,0,0,1,25.0,1498.35,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0,26,1,0,0,0,0,0,0,0,0,45.45,1233.15,0,1,0,1,0,0,0,0,1,0,0,1,0
0,1,0,45,1,1,0,1,1,0,1,1,1,107.75,4882.8,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,1,62,1,1,0,0,1,0,1,0,1,89.1,5411.65,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,1,0,0,1,0,0,0,0,0,1,0,1,1
0,0,0,3,1,0,0,0,0,0,0,0,0,44.75,148.05,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,1,41,1,1,1,1,1,0,0,1,1,101.6,3930.55,0,0,1,0,1,0,1,0,0,0,1,0,0
0,1,1,67,1,0,0,1,1,1,1,1,0,103.15,6895.5,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,1,1,1,0,0,0,0,1,0,1,84.65,84.65,0,0,1,1,0,0,0,0,0,1,0,1,1
0,1,0,71,1,1,1,1,0,0,1,0,0,95.65,6856.95,0,0,1,0,1,0,0,0,0,1,1,0,0
